{'?': <absl.app.HelpFlag object at 0x7f7827a664d0>,
 'alsologtostderr': <absl.flags._flag.BooleanFlag object at 0x7f78337377d0>,
 'batch_size': <absl.flags._flag.Flag object at 0x7f7827a66110>,
 'beta1': <absl.flags._flag.Flag object at 0x7f7827a5ed50>,
 'c_dim': <absl.flags._flag.Flag object at 0x7f7827a66210>,
 'checkpoint_dir': <absl.flags._flag.Flag object at 0x7f7827a66350>,
 'data_format': <absl.flags._flag.Flag object at 0x7f7827a66290>,
 'datafile': <absl.flags._flag.Flag object at 0x7f7827a5eb90>,
 'dataset': <absl.flags._flag.Flag object at 0x7f7827a5ea10>,
 'df_dim': <absl.flags._flag.Flag object at 0x7f7827a66090>,
 'epoch': <absl.flags._flag.Flag object at 0x7f7827a5ec10>,
 'experiment': <absl.flags._flag.Flag object at 0x7f7827a66410>,
 'flip_labels': <absl.flags._flag.Flag object at 0x7f7827a5edd0>,
 'gf_dim': <absl.flags._flag.Flag object at 0x7f7827a5efd0>,
 'help': <absl.app.HelpFlag object at 0x7f7827a664d0>,
 'helpfull': <absl.app.HelpfullFlag object at 0x7f7827a66550>,
 'helpshort': <absl.app.HelpshortFlag object at 0x7f7827a66510>,
 'helpxml': <absl.app.HelpXMLFlag object at 0x7f7827a66590>,
 'learning_rate': <absl.flags._flag.Flag object at 0x7f7827a5ecd0>,
 'log_dir': <absl.flags._flag.Flag object at 0x7f7833737890>,
 'logtostderr': <absl.flags._flag.BooleanFlag object at 0x7f78337376d0>,
 'nd_layers': <absl.flags._flag.Flag object at 0x7f7827a5eed0>,
 'ng_layers': <absl.flags._flag.Flag object at 0x7f7827a5ef50>,
 'only_check_args': <absl.flags._flag.BooleanFlag object at 0x7f7833737fd0>,
 'op_conversion_fallback_to_while_loop': <absl.flags._flag.BooleanFlag object at 0x7f7831ed7590>,
 'output_size': <absl.flags._flag.Flag object at 0x7f7827a66190>,
 'pdb_post_mortem': <absl.flags._flag.BooleanFlag object at 0x7f783372f690>,
 'profile_file': <absl.flags._flag.Flag object at 0x7f7833737f50>,
 'run_with_pdb': <absl.flags._flag.BooleanFlag object at 0x7f783372cb50>,
 'run_with_profiling': <absl.flags._flag.BooleanFlag object at 0x7f783372f210>,
 'save_every_step': <absl.flags._flag.BooleanFlag object at 0x7f7827a66450>,
 'showprefixforinfo': <absl.flags._flag.BooleanFlag object at 0x7f7833737a90>,
 'stderrthreshold': <absl.logging._StderrthresholdFlag object at 0x7f7833737a10>,
 'test_random_seed': <absl.flags._flag.Flag object at 0x7f7827fdefd0>,
 'test_randomize_ordering_seed': <absl.flags._flag.Flag object at 0x7f7827ff50d0>,
 'test_srcdir': <absl.flags._flag.Flag object at 0x7f7827ff22d0>,
 'test_tmpdir': <absl.flags._flag.Flag object at 0x7f7827ff2410>,
 'transpose_matmul_b': <absl.flags._flag.BooleanFlag object at 0x7f7827a662d0>,
 'use_cprofile_for_profiling': <absl.flags._flag.BooleanFlag object at 0x7f7833737f90>,
 'v': <absl.logging._VerbosityFlag object at 0x7f78337378d0>,
 'verbose': <absl.flags._flag.BooleanFlag object at 0x7f7827a66490>,
 'verbosity': <absl.logging._VerbosityFlag object at 0x7f78337378d0>,
 'xml_output_file': <absl.flags._flag.Flag object at 0x7f7827f8b650>,
 'z_dim': <absl.flags._flag.Flag object at 0x7f7827a5ee50>}
 [*] Reading checkpoints...
 [*] Success to read dcgan.model-epoch-19
Epoch: [20] Step: [   0/ 125] time: 45.6288, d_loss: 0.00000000, g_loss: 3.00746846
Epoch: [21] Step: [  79/ 125] time: 1527.4164, d_loss: 0.00000000, g_loss: 2.96777391
Epoch: [21] Step: [  80/ 125] time: 1534.2218, d_loss: 0.00000000, g_loss: 3.12638378
Epoch: [21] Step: [  81/ 125] time: 1541.0588, d_loss: 0.00000000, g_loss: 2.86623168
Epoch: [21] Step: [  82/ 125] time: 1547.8691, d_loss: 0.00000000, g_loss: 2.51295686
Epoch: [21] Step: [  83/ 125] time: 1554.7329, d_loss: 0.00000000, g_loss: 2.58788109
Epoch: [21] Step: [  84/ 125] time: 1561.6245, d_loss: 0.00000000, g_loss: 2.61373878
Epoch: [21] Step: [  85/ 125] time: 1568.5044, d_loss: 0.00000000, g_loss: 2.78457117
Epoch: [21] Step: [  86/ 125] time: 1575.3986, d_loss: 0.06077404, g_loss: 1.88436592
Epoch: [21] Step: [  87/ 125] time: 1582.5346, d_loss: 0.00000000, g_loss: 2.12406564
Epoch: [21] Step: [  88/ 125] time: 1589.5057, d_loss: 0.00389341, g_loss: 1.24277759
Epoch: [21] Step: [  89/ 125] time: 1596.4935, d_loss: 0.00000000, g_loss: 6.75862312
Epoch: [21] Step: [  90/ 125] time: 1603.2976, d_loss: 0.00000000, g_loss: 7.36618900
Epoch: [21] Step: [  91/ 125] time: 1610.1569, d_loss: 0.00000000, g_loss: 5.62916565
Epoch: [21] Step: [  92/ 125] time: 1617.4118, d_loss: 0.00000000, g_loss: 5.64987850
Epoch: [21] Step: [  93/ 125] time: 1624.2094, d_loss: 0.00000000, g_loss: 5.62666607
Epoch: [21] Step: [  94/ 125] time: 1631.3103, d_loss: 0.00000000, g_loss: 5.28826904
Epoch: [21] Step: [  95/ 125] time: 1638.2789, d_loss: 0.00000000, g_loss: 4.71636391
Epoch: [21] Step: [  96/ 125] time: 1645.6757, d_loss: 0.00000000, g_loss: 4.36753082
Epoch: [21] Step: [  97/ 125] time: 1652.7848, d_loss: 0.00000000, g_loss: 4.26040745
Epoch: [21] Step: [  98/ 125] time: 1659.5631, d_loss: 0.00000000, g_loss: 4.35063744
Epoch: [21] Step: [  99/ 125] time: 1667.3729, d_loss: 0.00000000, g_loss: 4.39449024
Epoch: [21] Step: [ 100/ 125] time: 1674.5787, d_loss: 0.00000000, g_loss: 3.73619318
Epoch: [21] Step: [ 101/ 125] time: 1681.5059, d_loss: 0.00000000, g_loss: 3.90603733
Epoch: [21] Step: [ 102/ 125] time: 1688.1823, d_loss: 0.00000000, g_loss: 3.71601391
Epoch: [21] Step: [ 103/ 125] time: 1695.1698, d_loss: 0.00000000, g_loss: 3.28075600
Epoch: [21] Step: [ 104/ 125] time: 1702.2374, d_loss: 0.00000000, g_loss: 3.37003088
Epoch: [21] Step: [ 105/ 125] time: 1709.2710, d_loss: 0.00000000, g_loss: 2.85367966
Epoch: [21] Step: [ 106/ 125] time: 1716.6383, d_loss: 4.24015427, g_loss: 2.84683585
Epoch: [21] Step: [ 107/ 125] time: 1724.6147, d_loss: 0.00000000, g_loss: 3.08118606
Epoch: [21] Step: [ 108/ 125] time: 1731.9664, d_loss: 0.00000000, g_loss: 2.92625809
Epoch: [21] Step: [ 109/ 125] time: 1738.9249, d_loss: 0.00000000, g_loss: 2.61630487
Epoch: [21] Step: [ 110/ 125] time: 1746.2113, d_loss: 0.00000000, g_loss: 2.72226286
Epoch: [21] Step: [ 111/ 125] time: 1753.6875, d_loss: 0.00000000, g_loss: 2.14124727
Epoch: [21] Step: [ 112/ 125] time: 1760.9456, d_loss: 0.00000000, g_loss: 2.50513935
Epoch: [21] Step: [ 113/ 125] time: 1767.7822, d_loss: 0.72934401, g_loss: 2.24013472
Epoch: [21] Step: [ 114/ 125] time: 1775.1589, d_loss: 0.00000000, g_loss: 0.17500846
Epoch: [21] Step: [ 115/ 125] time: 1782.8588, d_loss: 0.00000000, g_loss: 2.21571779
Epoch: [21] Step: [ 116/ 125] time: 1790.1294, d_loss: 0.00000000, g_loss: -1.25113916
Epoch: [21] Step: [ 117/ 125] time: 1797.1327, d_loss: 2.51919365, g_loss: 9.83990860
Epoch: [21] Step: [ 118/ 125] time: 1804.2743, d_loss: 4.89679527, g_loss: 9.25423336
Epoch: [21] Step: [ 119/ 125] time: 1811.6948, d_loss: 0.75293237, g_loss: 8.23620510
Epoch: [21] Step: [ 120/ 125] time: 1818.5469, d_loss: 0.00000000, g_loss: 7.55929089
Epoch: [21] Step: [ 121/ 125] time: 1826.1080, d_loss: 0.00000000, g_loss: 7.31128120
Epoch: [21] Step: [ 122/ 125] time: 1833.3176, d_loss: 0.00394024, g_loss: 5.74283934
Epoch: [21] Step: [ 123/ 125] time: 1840.4545, d_loss: 0.00000000, g_loss: 5.17012119
Epoch: [21] Step: [ 124/ 125] time: 1847.6698, d_loss: 0.00390742, g_loss: 4.89817333
Epoch: [22] Step: [   0/ 125] time: 1866.2006, d_loss: 0.00000000, g_loss: 4.74988270
Epoch: [22] Step: [   1/ 125] time: 1873.0429, d_loss: 0.00844008, g_loss: 4.18266487
Epoch: [22] Step: [   2/ 125] time: 1879.6123, d_loss: 0.00000000, g_loss: 3.89234924
Epoch: [22] Step: [   3/ 125] time: 1886.3571, d_loss: 0.00000000, g_loss: 3.80836868
Epoch: [22] Step: [   4/ 125] time: 1893.4763, d_loss: 0.03601718, g_loss: 3.44015074
Epoch: [22] Step: [   5/ 125] time: 1900.3343, d_loss: 0.00000000, g_loss: 3.02619338
Epoch: [22] Step: [   6/ 125] time: 1907.5886, d_loss: 13.50158501, g_loss: 2.41324377
Epoch: [22] Step: [   7/ 125] time: 1914.4057, d_loss: 0.73124027, g_loss: 0.55809653
Epoch: [22] Step: [   8/ 125] time: 1921.4963, d_loss: 0.00596437, g_loss: 1.72747731
Epoch: [22] Step: [   9/ 125] time: 1928.4445, d_loss: 0.00000000, g_loss: 7.07678461
Epoch: [22] Step: [  10/ 125] time: 1935.2035, d_loss: 0.00000000, g_loss: 6.40919971
Epoch: [22] Step: [  11/ 125] time: 1941.6414, d_loss: 0.00000000, g_loss: 6.50365734
Epoch: [22] Step: [  12/ 125] time: 1948.8715, d_loss: 0.00000000, g_loss: 6.09497118
Epoch: [22] Step: [  13/ 125] time: 1955.5823, d_loss: 0.00000000, g_loss: 5.66388798
Epoch: [22] Step: [  14/ 125] time: 1962.1965, d_loss: 0.00000000, g_loss: 5.06896496
Epoch: [22] Step: [  15/ 125] time: 1969.1421, d_loss: 0.00000000, g_loss: 2.56147051
Epoch: [22] Step: [  16/ 125] time: 1975.8965, d_loss: 0.00000000, g_loss: 3.42593360
Epoch: [22] Step: [  17/ 125] time: 1982.4934, d_loss: 0.00000000, g_loss: 6.27480173
Epoch: [22] Step: [  18/ 125] time: 1989.4130, d_loss: 0.00000000, g_loss: 6.75571012
Epoch: [22] Step: [  19/ 125] time: 1996.0862, d_loss: 0.00000000, g_loss: 6.44494438
Epoch: [22] Step: [  20/ 125] time: 2002.5619, d_loss: 0.00000000, g_loss: 6.34868908
Epoch: [22] Step: [  21/ 125] time: 2009.7050, d_loss: 0.00000000, g_loss: 6.10464144
Epoch: [22] Step: [  22/ 125] time: 2016.5539, d_loss: 0.00000000, g_loss: 6.12221241
Epoch: [22] Step: [  23/ 125] time: 2023.6403, d_loss: 0.00000000, g_loss: 5.83901501
Epoch: [22] Step: [  24/ 125] time: 2030.3347, d_loss: 0.00000000, g_loss: 5.56901169
Epoch: [22] Step: [  25/ 125] time: 2037.2684, d_loss: 0.00000000, g_loss: 5.51015282
Epoch: [22] Step: [  26/ 125] time: 2043.9379, d_loss: 0.00000000, g_loss: 5.18156052
Epoch: [22] Step: [  27/ 125] time: 2051.3787, d_loss: 0.00000000, g_loss: 5.22841358
Epoch: [22] Step: [  28/ 125] time: 2058.1046, d_loss: 0.00000000, g_loss: 5.21252823
Epoch: [22] Step: [  29/ 125] time: 2065.4031, d_loss: 0.00000000, g_loss: 5.30210543
Epoch: [22] Step: [  30/ 125] time: 2071.8576, d_loss: 0.00000000, g_loss: 4.90955544
Epoch: [22] Step: [  31/ 125] time: 2078.3722, d_loss: 0.00000000, g_loss: 4.92186880
Epoch: [22] Step: [  32/ 125] time: 2085.1192, d_loss: 0.00000000, g_loss: 4.90756798
Epoch: [22] Step: [  33/ 125] time: 2092.3593, d_loss: 0.00000000, g_loss: 4.67969608
Epoch: [22] Step: [  34/ 125] time: 2099.1559, d_loss: 0.00000000, g_loss: 4.78711987
Epoch: [22] Step: [  35/ 125] time: 2106.3995, d_loss: 0.00000000, g_loss: 4.34827709
Epoch: [22] Step: [  36/ 125] time: 2113.3377, d_loss: 0.00000000, g_loss: 4.43440008
Epoch: [22] Step: [  37/ 125] time: 2120.3466, d_loss: 0.00000000, g_loss: 4.21292686
Epoch: [22] Step: [  38/ 125] time: 2126.9175, d_loss: 0.00000000, g_loss: 4.18451834
Epoch: [22] Step: [  39/ 125] time: 2133.8933, d_loss: 0.00000000, g_loss: 3.98002529
Epoch: [22] Step: [  40/ 125] time: 2140.5576, d_loss: 0.00000000, g_loss: 3.81072950
Epoch: [22] Step: [  41/ 125] time: 2147.8995, d_loss: 0.00000000, g_loss: 3.71227217
Epoch: [22] Step: [  42/ 125] time: 2154.6937, d_loss: 0.00000000, g_loss: 3.21948552
Epoch: [22] Step: [  43/ 125] time: 2161.5066, d_loss: 0.00000000, g_loss: 1.87908006
Epoch: [22] Step: [  44/ 125] time: 2168.6556, d_loss: 0.72180140, g_loss: 0.90524065
Epoch: [22] Step: [  45/ 125] time: 2175.5342, d_loss: 0.00000000, g_loss: 5.28263760
Epoch: [22] Step: [  46/ 125] time: 2181.9631, d_loss: 0.06494788, g_loss: 6.56952381
Epoch: [22] Step: [  47/ 125] time: 2188.7410, d_loss: 0.01518458, g_loss: 7.49871445
Epoch: [22] Step: [  48/ 125] time: 2195.8742, d_loss: 0.00000000, g_loss: 6.17547464
Epoch: [22] Step: [  49/ 125] time: 2202.7966, d_loss: 0.00000000, g_loss: 7.04086113
Epoch: [22] Step: [  50/ 125] time: 2209.5342, d_loss: 0.00000000, g_loss: 6.42383099
Epoch: [22] Step: [  51/ 125] time: 2216.3306, d_loss: 0.00000000, g_loss: 6.20408916
Epoch: [22] Step: [  52/ 125] time: 2223.0308, d_loss: 0.00000000, g_loss: 5.84750175
Epoch: [22] Step: [  53/ 125] time: 2229.7961, d_loss: 0.00000000, g_loss: 5.91174793
Epoch: [22] Step: [  54/ 125] time: 2236.8367, d_loss: 0.00000000, g_loss: 6.12149858
Epoch: [22] Step: [  55/ 125] time: 2243.7661, d_loss: 6.79080629, g_loss: 5.90395021
Epoch: [22] Step: [  56/ 125] time: 2251.1418, d_loss: 0.00000000, g_loss: 5.39303446
Epoch: [22] Step: [  57/ 125] time: 2258.2530, d_loss: 0.00000000, g_loss: 5.65702438
Epoch: [22] Step: [  58/ 125] time: 2265.3203, d_loss: 0.00000000, g_loss: 5.41212273
Epoch: [22] Step: [  59/ 125] time: 2272.5966, d_loss: 0.00000000, g_loss: 5.10857821
Epoch: [22] Step: [  60/ 125] time: 2279.5759, d_loss: 0.00000000, g_loss: 5.13346577
Epoch: [22] Step: [  61/ 125] time: 2286.4535, d_loss: 0.00000000, g_loss: 4.86437559
Epoch: [22] Step: [  62/ 125] time: 2293.3954, d_loss: 0.00000000, g_loss: 4.87724018
Epoch: [22] Step: [  63/ 125] time: 2300.3635, d_loss: 0.00000000, g_loss: 4.46184444
Epoch: [22] Step: [  64/ 125] time: 2307.9621, d_loss: 0.00000000, g_loss: 4.58569002
Epoch: [22] Step: [  65/ 125] time: 2314.8779, d_loss: 0.00000000, g_loss: 4.26345539
Epoch: [22] Step: [  66/ 125] time: 2321.6699, d_loss: 0.00000000, g_loss: 3.89130902
Epoch: [22] Step: [  67/ 125] time: 2328.6921, d_loss: 5.04010773, g_loss: 4.25026369
Epoch: [22] Step: [  68/ 125] time: 2335.3223, d_loss: 0.00000000, g_loss: 3.73471355
Epoch: [22] Step: [  69/ 125] time: 2342.1373, d_loss: 0.00000000, g_loss: 3.78229737
Epoch: [22] Step: [  70/ 125] time: 2349.0600, d_loss: 0.00000000, g_loss: 3.46090102
Epoch: [22] Step: [  71/ 125] time: 2356.2935, d_loss: 0.00227419, g_loss: 3.43046379
Epoch: [22] Step: [  72/ 125] time: 2362.8503, d_loss: 0.00078599, g_loss: 3.53598952
Epoch: [22] Step: [  73/ 125] time: 2370.1420, d_loss: 0.00000000, g_loss: 2.73350048
Epoch: [22] Step: [  74/ 125] time: 2376.8747, d_loss: 0.00000000, g_loss: 2.68886471
Epoch: [22] Step: [  75/ 125] time: 2384.1589, d_loss: 0.04769979, g_loss: 2.66113043
Epoch: [22] Step: [  76/ 125] time: 2391.3062, d_loss: 0.05886395, g_loss: 2.85924649
Epoch: [22] Step: [  77/ 125] time: 2398.4398, d_loss: 0.00000000, g_loss: 8.34192848
Epoch: [22] Step: [  78/ 125] time: 2405.6625, d_loss: 0.00000000, g_loss: 8.05674362
Epoch: [22] Step: [  79/ 125] time: 2412.9710, d_loss: 0.00000000, g_loss: 6.72296429
Epoch: [22] Step: [  80/ 125] time: 2420.4073, d_loss: 0.00000000, g_loss: 7.70872593
Epoch: [22] Step: [  81/ 125] time: 2427.7581, d_loss: 0.00000000, g_loss: 6.62494469
Epoch: [22] Step: [  82/ 125] time: 2434.5546, d_loss: 0.00000000, g_loss: 6.71963644
Epoch: [22] Step: [  83/ 125] time: 2441.2863, d_loss: 0.00000000, g_loss: 5.58385468
Epoch: [22] Step: [  84/ 125] time: 2448.2188, d_loss: 0.00000000, g_loss: 6.18861771
Epoch: [22] Step: [  85/ 125] time: 2455.3077, d_loss: 0.00000000, g_loss: 5.75800133
Epoch: [22] Step: [  86/ 125] time: 2462.6254, d_loss: 0.00000000, g_loss: 5.35692406
Epoch: [22] Step: [  87/ 125] time: 2470.2081, d_loss: 0.00000000, g_loss: 5.46169376
Epoch: [22] Step: [  88/ 125] time: 2477.1214, d_loss: 0.00000000, g_loss: 5.75769711
Epoch: [22] Step: [  89/ 125] time: 2483.8620, d_loss: 0.00000000, g_loss: 5.35417557
Epoch: [22] Step: [  90/ 125] time: 2491.4490, d_loss: 0.00000000, g_loss: 5.26772738
Epoch: [22] Step: [  91/ 125] time: 2498.7107, d_loss: 0.00000000, g_loss: 5.14080334
Epoch: [22] Step: [  92/ 125] time: 2505.6248, d_loss: 0.00000000, g_loss: 5.29755020
Epoch: [22] Step: [  93/ 125] time: 2512.7536, d_loss: 0.00000000, g_loss: 4.75660467
Epoch: [22] Step: [  94/ 125] time: 2519.6503, d_loss: 0.00000000, g_loss: 4.88734388
Epoch: [22] Step: [  95/ 125] time: 2526.8943, d_loss: 0.00000000, g_loss: 4.99295855
Epoch: [22] Step: [  96/ 125] time: 2534.1148, d_loss: 0.00000000, g_loss: 4.35425520
Epoch: [22] Step: [  97/ 125] time: 2541.3028, d_loss: 0.00000000, g_loss: 4.95481396
Epoch: [22] Step: [  98/ 125] time: 2548.9787, d_loss: 0.00000000, g_loss: 4.81427479
Epoch: [22] Step: [  99/ 125] time: 2556.0441, d_loss: 0.00000000, g_loss: 4.39200640
Epoch: [22] Step: [ 100/ 125] time: 2563.1424, d_loss: 0.00000000, g_loss: 4.60379410
Epoch: [22] Step: [ 101/ 125] time: 2570.9551, d_loss: 0.00000000, g_loss: 4.44926643
Epoch: [22] Step: [ 102/ 125] time: 2577.9303, d_loss: 0.00000000, g_loss: 4.43282318
Epoch: [22] Step: [ 103/ 125] time: 2585.2060, d_loss: 0.00000000, g_loss: 4.25925827
Epoch: [22] Step: [ 104/ 125] time: 2592.3248, d_loss: 0.00000000, g_loss: 3.86948705
Epoch: [22] Step: [ 105/ 125] time: 2599.8155, d_loss: 0.00000000, g_loss: 4.18376446
Epoch: [22] Step: [ 106/ 125] time: 2607.1791, d_loss: 0.00000000, g_loss: 4.30539179
Epoch: [22] Step: [ 107/ 125] time: 2614.4565, d_loss: 0.00000000, g_loss: 4.23563480
Epoch: [22] Step: [ 108/ 125] time: 2621.8456, d_loss: 0.00000000, g_loss: 4.02078772
Epoch: [22] Step: [ 109/ 125] time: 2629.1452, d_loss: 0.00000000, g_loss: 3.99969292
Epoch: [22] Step: [ 110/ 125] time: 2636.8149, d_loss: 0.00000000, g_loss: 3.52485991
Epoch: [22] Step: [ 111/ 125] time: 2643.6486, d_loss: 0.00000000, g_loss: 3.79171062
Epoch: [22] Step: [ 112/ 125] time: 2651.0136, d_loss: 0.00000000, g_loss: 3.73751450
Epoch: [22] Step: [ 113/ 125] time: 2658.5691, d_loss: 0.00000000, g_loss: 3.70528841
Epoch: [22] Step: [ 114/ 125] time: 2665.7222, d_loss: 0.00000000, g_loss: 3.71406651
Epoch: [22] Step: [ 115/ 125] time: 2673.9662, d_loss: 0.00000000, g_loss: 3.18551636
Epoch: [22] Step: [ 116/ 125] time: 2680.8479, d_loss: 0.00000000, g_loss: 2.86988115
Epoch: [22] Step: [ 117/ 125] time: 2688.3008, d_loss: 0.00000000, g_loss: 2.34395432
Epoch: [22] Step: [ 118/ 125] time: 2695.4389, d_loss: 0.00067198, g_loss: -0.06511658
Epoch: [22] Step: [ 119/ 125] time: 2703.2676, d_loss: 0.00000000, g_loss: 1.36297560
Epoch: [22] Step: [ 120/ 125] time: 2710.4868, d_loss: 0.00000000, g_loss: 5.21726894
Epoch: [22] Step: [ 121/ 125] time: 2717.4983, d_loss: 0.00000000, g_loss: 7.97370911
Epoch: [22] Step: [ 122/ 125] time: 2724.3976, d_loss: 0.00000000, g_loss: 7.06299734
Epoch: [22] Step: [ 123/ 125] time: 2731.7434, d_loss: 0.00000000, g_loss: 5.96896267
Epoch: [22] Step: [ 124/ 125] time: 2738.7176, d_loss: 0.00000000, g_loss: 5.98430729
Epoch: [23] Step: [   0/ 125] time: 2756.5306, d_loss: 0.00000000, g_loss: 5.40647125
Epoch: [23] Step: [   1/ 125] time: 2763.4332, d_loss: 0.00000000, g_loss: 5.20073223
Epoch: [23] Step: [   2/ 125] time: 2770.4048, d_loss: 0.00000000, g_loss: 5.47942495
Epoch: [23] Step: [   3/ 125] time: 2777.5224, d_loss: 0.00000000, g_loss: 5.17653179
Epoch: [23] Step: [   4/ 125] time: 2784.1755, d_loss: 0.00000000, g_loss: 5.37823963
Epoch: [23] Step: [   5/ 125] time: 2791.4186, d_loss: 0.00000000, g_loss: 5.06211901
Epoch: [23] Step: [   6/ 125] time: 2798.4481, d_loss: 0.00000000, g_loss: 4.88611937
Epoch: [23] Step: [   7/ 125] time: 2805.1135, d_loss: 0.00000000, g_loss: 5.35518932
Epoch: [23] Step: [   8/ 125] time: 2812.3954, d_loss: 0.00000000, g_loss: 4.99202871
Epoch: [23] Step: [   9/ 125] time: 2819.9579, d_loss: 0.00000000, g_loss: 5.12935925
Epoch: [23] Step: [  10/ 125] time: 2826.7196, d_loss: 0.00000000, g_loss: 4.49548721
Epoch: [23] Step: [  11/ 125] time: 2833.3348, d_loss: 0.00000000, g_loss: 5.01421976
Epoch: [23] Step: [  12/ 125] time: 2840.1064, d_loss: 0.00000000, g_loss: 4.65754700
Epoch: [23] Step: [  13/ 125] time: 2846.8531, d_loss: 0.00000000, g_loss: 4.42696095
Epoch: [23] Step: [  14/ 125] time: 2853.4170, d_loss: 0.00000000, g_loss: 4.24042606
Epoch: [23] Step: [  15/ 125] time: 2859.9895, d_loss: 0.00000000, g_loss: 4.43522072
Epoch: [23] Step: [  16/ 125] time: 2867.1209, d_loss: 0.00000000, g_loss: 4.85833931
Epoch: [23] Step: [  17/ 125] time: 2873.8845, d_loss: 0.00000000, g_loss: 4.38852596
Epoch: [23] Step: [  18/ 125] time: 2880.7007, d_loss: 0.00000000, g_loss: 4.15138245
Epoch: [23] Step: [  19/ 125] time: 2887.5984, d_loss: 5.25110579, g_loss: 4.63516903
Epoch: [23] Step: [  20/ 125] time: 2894.6321, d_loss: 0.00000000, g_loss: 4.09464121
Epoch: [23] Step: [  21/ 125] time: 2901.5160, d_loss: 0.00000000, g_loss: 4.41418362
Epoch: [23] Step: [  22/ 125] time: 2908.3815, d_loss: 5.90447235, g_loss: 4.29703522
Epoch: [23] Step: [  23/ 125] time: 2915.2871, d_loss: 0.00000000, g_loss: 4.31193066
Epoch: [23] Step: [  24/ 125] time: 2922.3315, d_loss: 0.00000000, g_loss: 4.26514721
Epoch: [23] Step: [  25/ 125] time: 2929.2649, d_loss: 0.00000000, g_loss: 3.91232133
Epoch: [23] Step: [  26/ 125] time: 2935.6604, d_loss: 0.00000000, g_loss: 3.75150442
Epoch: [23] Step: [  27/ 125] time: 2942.6262, d_loss: 0.00000000, g_loss: 4.02221870
Epoch: [23] Step: [  28/ 125] time: 2949.4598, d_loss: 0.00000000, g_loss: 4.02128124
Epoch: [23] Step: [  29/ 125] time: 2956.3323, d_loss: 0.00000000, g_loss: 4.19369078
Epoch: [23] Step: [  30/ 125] time: 2963.0703, d_loss: 0.00000000, g_loss: 4.04779816
Epoch: [23] Step: [  31/ 125] time: 2969.9027, d_loss: 0.00000000, g_loss: 4.09150314
Epoch: [23] Step: [  32/ 125] time: 2976.8040, d_loss: 0.00000000, g_loss: 3.94740772
Epoch: [23] Step: [  33/ 125] time: 2983.2813, d_loss: 0.00000000, g_loss: 4.12841511
Epoch: [23] Step: [  34/ 125] time: 2990.3544, d_loss: 0.00000000, g_loss: 3.96408796
Epoch: [23] Step: [  35/ 125] time: 2997.4744, d_loss: 0.00000000, g_loss: 3.82781482
Epoch: [23] Step: [  36/ 125] time: 3004.4978, d_loss: 0.00000000, g_loss: 3.87924623
Epoch: [23] Step: [  37/ 125] time: 3011.3854, d_loss: 0.00000000, g_loss: 3.72028255
Epoch: [23] Step: [  38/ 125] time: 3018.2729, d_loss: 0.00000000, g_loss: 4.06597996
Epoch: [23] Step: [  39/ 125] time: 3025.3799, d_loss: 0.00000000, g_loss: 3.95624352
Epoch: [23] Step: [  40/ 125] time: 3032.0906, d_loss: 0.00000000, g_loss: 3.61858797
Epoch: [23] Step: [  41/ 125] time: 3038.7173, d_loss: 0.00000000, g_loss: 3.73461628
Epoch: [23] Step: [  42/ 125] time: 3045.5115, d_loss: 0.00000000, g_loss: 3.86575580
Epoch: [23] Step: [  43/ 125] time: 3052.2686, d_loss: 0.00000000, g_loss: 3.73583531
Epoch: [23] Step: [  44/ 125] time: 3058.8602, d_loss: 0.00000000, g_loss: 3.80367756
Epoch: [23] Step: [  45/ 125] time: 3066.1040, d_loss: 0.00000000, g_loss: 3.42437363
Epoch: [23] Step: [  46/ 125] time: 3073.0385, d_loss: 0.00000000, g_loss: 3.54659176
Epoch: [23] Step: [  47/ 125] time: 3079.9077, d_loss: 0.00000000, g_loss: 3.58154392
Epoch: [23] Step: [  48/ 125] time: 3087.7372, d_loss: 0.00000000, g_loss: 3.62285471
Epoch: [23] Step: [  49/ 125] time: 3094.6655, d_loss: 0.00000000, g_loss: 3.35431576
Epoch: [23] Step: [  50/ 125] time: 3101.4404, d_loss: 0.00000000, g_loss: 3.43744922
Epoch: [23] Step: [  51/ 125] time: 3108.3234, d_loss: 0.00000000, g_loss: 3.65023828
Epoch: [23] Step: [  52/ 125] time: 3115.2226, d_loss: 0.00000000, g_loss: 3.47957158
Epoch: [23] Step: [  53/ 125] time: 3122.5200, d_loss: 0.00000000, g_loss: 3.39514518
Epoch: [23] Step: [  54/ 125] time: 3129.5508, d_loss: 0.00000000, g_loss: 3.46972775
Epoch: [23] Step: [  55/ 125] time: 3136.7190, d_loss: 0.00000000, g_loss: 3.45092392
Epoch: [23] Step: [  56/ 125] time: 3143.5046, d_loss: 0.00000000, g_loss: 3.47677588
Epoch: [23] Step: [  57/ 125] time: 3150.5082, d_loss: 0.00000000, g_loss: 3.40782356
Epoch: [23] Step: [  58/ 125] time: 3157.4989, d_loss: 0.00000000, g_loss: 3.45827889
Epoch: [23] Step: [  59/ 125] time: 3163.7622, d_loss: 0.00000000, g_loss: 3.34257746
Epoch: [23] Step: [  60/ 125] time: 3171.1906, d_loss: 5.95152950, g_loss: -2.64175844
Epoch: [23] Step: [  61/ 125] time: 3177.9628, d_loss: 6.17030048, g_loss: -1.76012993
Epoch: [23] Step: [  62/ 125] time: 3184.6866, d_loss: 4.05146074, g_loss: 1.40297556
